item_id,tags,locale,region,tier,traits,content_summary
item_8d296393ab127bd7,"American (Traditional), Restaurants, Event Planning & Services, Food Delivery Services, Fast Food, Chicken Shop, Food, Caterers",Philadelphia,PA,1,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;OutdoorSeating=False;GoodForKids=True;WiFi=u'free';BikeParking=True,"Thank goodness: a - -A that also serves breakfast (until 10:30). The en biscuits are addictive. Note: this location does not have the automatic ""M | As a frequent lunch spot this place gets packed during regular lunch hour. The staff does a wonderful job at trying to get people in and out. A cool feature tha | 5 stars for a tasty en sandwich. Minus 2 for hating gays. Minus 1 for making me feel like a hypocrite since I can't seem to stop eating there."
item_8d33505b268ba881,"Breakfast & Brunch, Bagels, Cafes, Caterers, Coffee & Tea, Food, Event Planning & Services, Restaurants",Philadelphia,PA,1,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;OutdoorSeating=True;GoodForKids=True;WiFi=u'free';BikeParking=True,"Kind of an average shop near Rittenhouse Square, with average drinks/treats/bites but it is so conveniently located that I ended up frequenting more than I woul | MICROWAVED SOUP! YUCK! Like many reviewers here, I wanted to like this place. I really did. Alas, I do not. I went in for lunch because they had this adorabl | The coffee at this place is pretty terrible. With Colombe, Starbucks and even Dunkin Donuts nearby, I don't see any reason to stop in to a place with bad coffe"
item_8d38211789019236,"American (New), Restaurants",Philadelphia,PA,-1,RestaurantsTakeOut=True;RestaurantsDelivery=False;BusinessAcceptsCreditCards=True;OutdoorSeating=False;GoodForKids=True;WiFi=u'free',"Have to fly today, and decided to grab some lunch with my wife at the airport. Checked out the Yelp reviews, and seemed to be the winner in T | So me, my mom & brother stopped here on our way back to New York from our cruise thank God for that hour layover because we were hungry and the food definitely | Absolutely horrific service. The iPad was so frustrating to navigate, and it ended up closing my tab before I was done ordering. The fish that was posted out on"
item_8d3b2cb90e7cb11c,"Mexican, Restaurants",Tucson,AZ,2,RestaurantsTakeOut=True;RestaurantsDelivery=False;BusinessAcceptsCreditCards=True;OutdoorSeating=False;GoodForKids=True;WiFi=u'no';BikeParking=True,"This place is a hit and miss. We have gone here several times where the service was good and the food was good and other times we've gone and there was practica | My family has been eating here for more than a dozen years. We've noticed a clear change in the taste of the food (not toward the good), the size of the bill ( | I've tried this location twice after ruling out the dive location on Grant. The first time someone had given me a gift certificate and the food was okay, I had"
item_8d4146166f73ef4a,"Massage, Health & Medical, Beauty & Spas, Massage Therapy, Waxing, Hair Removal, Skin Care",Tampa,FL,2,BusinessAcceptsCreditCards=True;BikeParking=True,"Great with fantastic service, reasonable prices, and same-day availability. I've been to lots of s before but this is probably the best I've eve | I get s quite often but when I decided to try a new place today it worked against me. I came in 10 minutes early to make sure I could fill out paperwork. | I just moved to Tampa and have been looking for a . I purchased a deep tissue on Groupon and booked my appointment. The morning of my appointment my"
item_8d4f791dd06378ee,"Sushi Bars, Restaurants, Asian Fusion, Chinese, Buffets",Tucson,AZ,2,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;OutdoorSeating=False;GoodForKids=True;WiFi=u'no';BikeParking=False,"This place is gross very stale food and not much options.. it's so small and the interior inside of the place can be a lot better.. the food selection is small | I have mixed feelings about this place. On one hand, the selection is wicked broad. They have a nice assortment of Chinese and Japanese offerings, along with | So me father wanted to have lunch today and picked this spot. From my last experience I was not expecting much, but I was very surprised. I only stuck to the hi"
item_8d4f8cd9d2c1f9ed,"Restaurants, Cajun/Creole, Southern, Nightlife, Cocktail Bars, Breakfast & Brunch, Seafood, Bars",Philadelphia,PA,2,RestaurantsTakeOut=True;BusinessAcceptsCreditCards=True;OutdoorSeating=True;GoodForKids=True;WiFi=u'free';BikeParking=True,"What's not to love about a true blue New Orleans restaurant.ibhave been here a few times including Mardi Gras and not once have I had a bad experience. At this | Wow wow wow! How did I Not know this place existed? Located on 8th and Christian, right next to the Italian market is a super legit Cajun restaurant! The owner | The food was delicious for the most part, our bar tender Nikki was fantastic, however the portion of the Catfish Po-Boy was completely unacceptable. It's litera"
item_8d57597d15722288,"Fast Food, Mexican, Restaurants",Tucson,AZ,1,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;OutdoorSeating=False;GoodForKids=True;BikeParking=True,"Good quality Mexican fast food at a reasonable price..This place has changed names and owner 3 times in the last couple of years..I hope Los 3 Betos Taco Shop c | Good quality Mexican fast food at a reasonable price..This place has changed names and owner 3 times in the last couple of years..I hope Los 3 Betos Taco Shop c | Wow, 1st time going here. This place has an amazing selection of Mexican food. It's like going to a ""sit down"" restaurant without having to tip 20% on top of th"
item_8d5cb56c5ec8cf4a,"Active Life, Ziplining, Amusement Parks, Challenge Courses",Philadelphia,PA,-1,BusinessAcceptsCreditCards=True;GoodForKids=True;BikeParking=True,"I won tickets to go to , and I was initially nervous because I hadn't heard of it before and I didn't know if it was going to be too scary. It definite | Came here for my best friend's birthday. It was soooo fun! They only give you 2.5 hours which was not enough for all the levels (1,2a, 2b, 3, and 4), but we end | The staff here was very friendly and very motivating. My group did all four courses but we didn't do the extra part in the fourth course. There were many times"
item_8d5d280e36b027ed,"Holiday Decorations, Party Supplies, Shopping, Event Planning & Services, Arts & Crafts, Home & Garden, Costumes",Tampa,FL,-1,BusinessAcceptsCreditCards=True,"My verdict still out at . A lot of what they have to offer is very, very cheaply made and kinda cheesy. I went looking for some special event accessor | I'd heard that the had white gloves, and that's what I was looking for, so I had to go see. They did, so I bought them. In the process I saw that they're gettin | Place for your costume needs, needs, and invitations and cards, etc. I called ahead of time to see if they had pirate costumes. They checked for me and h"
item_8d5d6ecdf6949fa1,"Diners, Restaurants, Breakfast & Brunch, Sandwiches",Philadelphia,PA,1,RestaurantsTakeOut=True;RestaurantsDelivery=False;BusinessAcceptsCreditCards=False;OutdoorSeating=False;GoodForKids=True;WiFi=u'free';BikeParking=True,"Regulars, always having a near perfect experience. The chef is super talented and takes much care in preparing meals. The servers are all very friendly and will | Giant portions and really great people all around. I go to 's every Saturday for breakfast and the staff is always so kind and welcoming and there's coff | Super sweet woman owns the place and delivers great service. Had the scramble with local ingredients and never ending coffee. Birthday cupcake included. Can't w"
item_8d5e8ad2e88b9872,"Women's Clothing, Shopping, Personal Shopping, Fashion, Lingerie",Tucson,AZ,2,BusinessAcceptsCreditCards=True;BikeParking=True,"Great, safe, professional service by Margo and shop canines Rosie and Daisy made my fitting experience fun, relaxing and respectful. Margo listened to my n | This place is awesome! So happy to support places like this! What a little gem. y opened shop on a Sunday to accommodate my schedule. I brought in my sel | So absolutely amazing! I had my first fitting ever with Margot and she is wonderful. I am a fuller figured woman and was wearing wrong by a long shot, b"
item_8d6215131b56a736,"Automotive, Gas Stations",Philadelphia,PA,-1,BusinessAcceptsCreditCards=True;WiFi=u'no',"I cannot tell you how many times I'm racing to beat the clock to return a rental car and these guys never let me down. They're super friendly, family owned sinc | I've been going to 's for the past year for all service, from oil changes to brake replacement, and have been very satisfied. I would recommend Snyderm | I've been going there for 20 years, and they have always taken care of me. I know I can trust them - which is the most important thing. Hugh is the best!"
item_8d67d67c6b50ad47,"Restaurants, Pizza, Halal",Philadelphia,PA,2,RestaurantsTakeOut=True;RestaurantsDelivery=True;BusinessAcceptsCreditCards=True;OutdoorSeating=False;GoodForKids=True;WiFi=u'free';BikeParking=True,Ordered a large beef pepperoni from here yesterday. arrived uncut and cold. Seems like they were rushing because it was also a long oval shape and n | This here is so WACK. They have the dryest buffalo wings I ever tasted in my life... And their blue cheese what is it 1000 years old. YUCK I wouldnt never | s has been my GO TO spot since I started working in the area. The staff are so friendly and they get my order right every time. And the is amazi
